Disease	Category	Gene	From_MarkerDB	Info_MarkerDB	From_KEGG	Info_KEGG	From_DisGeNET	Info_DisGeNET	From_PubMed
Acute respiratory distress syndrome	respiratory	S100A8	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	S100A9	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	S100B	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	S1PR3	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SARS1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SARS2	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SCD	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SCGB1A1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SCO2	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SDCBP2	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SEMA4D	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SERPINE1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SERPINF2	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SFTPA1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SFTPA2	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SFTPD	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SH2D1A	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLBP	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLC10A3	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLC17A5	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLC25A37	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLC25A4	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLC25A5	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLC27A5	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLC2A1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLC2A10	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SLC2A4	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SMG1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SMPD1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SOCS3	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SOD1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SOD3	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SOS1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SPACA9	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SPANXB1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SPARC	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SPP1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SPTBN1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SSRP1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	ST2	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	STAT6	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	STXBP3	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SUB1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	SULT2A1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TAC4	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TAT	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TECR	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TF	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TFPI	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TGFB1	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	THBD	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TLR4	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TMPO	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TNF	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TP63	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TRAPPC9	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TRGV9	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TXN	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	TYMP	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	UBXN11	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	UCK2	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	UROD	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	VAC14	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	VCL	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	VEGFA	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	VPS51	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	VSIG4	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	VWF	X	X	X	X	X	X	O
Acute respiratory distress syndrome	respiratory	WNK1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	ACAT1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	ARCN1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	CALCA	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	CD274	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	CD5	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	CDKN2A	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	CEL	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	COPB2	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	COPD	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	CPE	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	CRP	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	CSRP1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	ESM1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	GDF15	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	HR	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	HTT	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	IL1RL1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	IL6	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	LRSAM1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	MEFV	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	NDUFB6	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	NPPB	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	PARP9	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	PCYT1A	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	PDCD1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	PPIAP10	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	PRPH2	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	RPL17	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	RPL17-C18orf32	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	S100B	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SCAP	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SCG2	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SCGB1A1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SFTPD	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SH2D2A	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SIGLEC1	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SKAP2	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SLC25A4	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SLC25A5	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	SLC27A5	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	TRAPPC9	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	TST	X	X	X	X	X	X	O
Acute respiratory failure	respiratory	VCL	X	X	X	X	X	X	O
Acute sinusitis	respiratory	CALCA	X	X	X	X	X	X	O
Acute sinusitis	respiratory	CYREN	X	X	X	X	X	X	O
Acute sinusitis	respiratory	PCYT1A	X	X	X	X	X	X	O
Acute tonsillitis	respiratory	F11	X	X	X	X	X	X	O
Acute tonsillitis	respiratory	IGKV1D-22	X	X	X	X	X	X	O
Acute tonsillitis	respiratory	IGKV2D-23	X	X	X	X	X	X	O
Acute tonsillitis	respiratory	IL18	X	X	X	X	X	X	O
Acute tonsillitis	respiratory	PTCRA	X	X	X	X	X	X	O
Acute tonsillitis	respiratory	PTGS2	X	X	X	X	X	X	O
Acute tonsillitis	respiratory	S100A1	X	X	X	X	X	X	O
Acute tonsillitis	respiratory	S100B	X	X	X	X	X	X	O
Acute tonsillitis	respiratory	SEMA4D	X	X	X	X	X	X	O
Acute urticaria	allergy	BCAM	X	X	X	X	X	X	O
Acute urticaria	allergy	CRP	X	X	X	X	X	X	O
Acute urticaria	allergy	CSRP1	X	X	X	X	X	X	O
Acute urticaria	allergy	HR	X	X	X	X	X	X	O
Acute urticaria	allergy	OTOR	X	X	X	X	X	X	O
Acute urticaria	allergy	PPIAP10	X	X	X	X	X	X	O
Acute vestibular syndrome	nervous	AQP4	X	X	X	X	X	X	O
Acute vestibular syndrome	nervous	MS	X	X	X	X	X	X	O
Acute vestibular syndrome	nervous	MTR	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	A4GALT	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	ABCD1	X	X	X	X	O	X	O
Adrenoleukodystrophy	nervous	ADFN	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	AMCN	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	AMN	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	CCL2	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	CD1E	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	CD82	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	CSF2	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	CYREN	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	ELOVL1	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	GALT	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	GFAP	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	HMOX1	X	X	X	X	O	X	X
Adrenoleukodystrophy	nervous	IFNG	X	X	X	X	O	X	X
Adrenoleukodystrophy	nervous	IL4	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	LAMC2	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	LRP2	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	MCF2L	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	NPC1	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	NPCA1	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	PCSK7	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	PEX1	X	X	X	X	O	X	X
Adrenoleukodystrophy	nervous	PEX13	X	X	X	X	O	X	X
Adrenoleukodystrophy	nervous	PEX26	X	X	X	X	O	X	X
Adrenoleukodystrophy	nervous	PFN1	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	PHEX	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	QPCT	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	RRM2	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	SOD1	X	X	X	X	X	X	O
Adrenoleukodystrophy	nervous	SOD2	X	X	X	X	O	X	X
Adrenoleukodystrophy	nervous	TNFSF13B	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	CHKA	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	CHKB	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	CMPK1	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	DMPK	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	ERVK-11	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	ERVK-19	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	ERVK-9	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	IL6	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	RANGAP1	X	X	X	X	X	X	O
Adult dermatomyositis	nervous	SLC17A5	X	X	X	X	X	X	O
Adult pelizaeus-merzbacher disease	nervous	LMNB1	X	X	X	X	O	X	X
Adult pelizaeus-merzbacher disease	nervous	PLP1	X	X	X	X	O	X	X
Adult type dermatomyositis	nervous	C2	X	X	X	X	O	X	X
Adult type dermatomyositis	nervous	C9	X	X	X	X	O	X	X
Adult type dermatomyositis	nervous	HLA-B	X	X	X	X	O	X	X
Adult type dermatomyositis	nervous	IL1A	X	X	X	X	O	X	X
Adult type dermatomyositis	nervous	IL1B	X	X	X	X	O	X	X
Adult type dermatomyositis	nervous	TNF	X	X	X	X	O	X	X
Age-associated cognitive decline	nervous	CCL11	X	X	X	X	X	X	O
Age-associated cognitive decline	nervous	CSF2	X	X	X	X	X	X	O
Age-associated cognitive decline	nervous	CYREN	X	X	X	X	X	X	O
Age-associated cognitive decline	nervous	HMOX1	X	X	X	X	X	X	O
Age-associated cognitive decline	nervous	LAMC2	X	X	X	X	X	X	O
Age-associated cognitive decline	nervous	NDUFB6	X	X	X	X	X	X	O
Age-associated cognitive decline	nervous	PLXNA3	X	X	X	X	X	X	O
Age-related macular degeneration	nervous	ABCA4	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	ARMS2	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	C2	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	C3	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	CFB	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	CFHR1	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	CFHR3	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	CFI	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	CST3	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	CX3CR1	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	ERCC6	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	FBLN5	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	HF1	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	HMCN1	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	HTRA1	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	RAX2	X	X	O	-	X	X	X
Age-related macular degeneration	nervous	TLR4	X	X	O	-	X	X	X
Agnosia	nervous	CSF2	X	X	X	X	X	X	O
Agnosia	nervous	CYREN	X	X	X	X	X	X	O
Agnosia	nervous	LAMC2	X	X	X	X	X	X	O
Agnosia	nervous	PSEN1	X	X	X	X	X	X	O
Akathisia	nervous	BAG6	X	X	X	X	X	X	O
Akathisia	nervous	C6orf47	X	X	X	X	X	X	O
Akathisia	nervous	ERBB2	X	X	X	X	X	X	O
Akathisia	nervous	ERVK-11	X	X	X	X	X	X	O
Akathisia	nervous	ERVK-19	X	X	X	X	X	X	O
Akathisia	nervous	ERVK-9	X	X	X	X	X	X	O
Akathisia	nervous	FANCA	X	X	X	X	X	X	O
Akathisia	nervous	FLT1	X	X	X	X	X	X	O
Akathisia	nervous	FXN	X	X	X	X	X	X	O
Akathisia	nervous	HR	X	X	X	X	X	X	O
Aland island eye disease	nervous	CACNA1F	X	X	O	-	X	X	X
Alcohol withdrawal delirium	nervous	CLOCK	X	X	X	X	O	X	X
Alcohol withdrawal seizures	nervous	MPDZ	X	X	X	X	O	X	X
Alcohol withdrawal seizures	nervous	SLC29A1	X	X	X	X	O	X	X
Alexander disease	nervous	CSF2	X	X	X	X	X	X	O
Alexander disease	nervous	GFAP	X	X	O	mutation	O	X	O
Alexander disease	nervous	LAMC2	X	X	X	X	X	X	O
Allergic asthma	allergy	A1CF	X	X	X	X	X	X	O
Allergic asthma	allergy	ACAT1	X	X	X	X	X	X	O
Allergic asthma	allergy	ACF	X	X	X	X	X	X	O
Allergic asthma	allergy	ACOD1	X	X	X	X	X	X	O
Allergic asthma	allergy	ACP5	X	X	X	X	X	X	O
Allergic asthma	allergy	ADK	X	X	X	X	X	X	O
Allergic asthma	allergy	AGXT	X	X	X	X	X	X	O
Allergic asthma	allergy	AKR1B1	X	X	X	X	X	X	O
Allergic asthma	allergy	AMH	X	X	X	X	X	X	O
Allergic asthma	allergy	AR	X	X	X	X	X	X	O
Allergic asthma	allergy	ARCN1	X	X	X	X	X	X	O
Allergic asthma	allergy	ATG7	X	X	X	X	X	X	O
Allergic asthma	allergy	ATN1	X	X	X	X	X	X	O
Allergic asthma	allergy	CAD	X	X	X	X	X	X	O
Allergic asthma	allergy	CCL18	X	X	X	X	X	X	O
Allergic asthma	allergy	CCL2	X	X	X	X	X	X	O
Allergic asthma	allergy	CD1A	X	X	X	X	X	X	O
Allergic asthma	allergy	CD4	X	X	X	X	X	X	O
Allergic asthma	allergy	CD40LG	X	X	X	X	X	X	O
Allergic asthma	allergy	CD93	X	X	X	X	X	X	O
Allergic asthma	allergy	CDH11	X	X	X	X	X	X	O
Allergic asthma	allergy	CEL	X	X	X	X	X	X	O
Allergic asthma	allergy	CHI3L1	X	X	X	X	X	X	O
Allergic asthma	allergy	CHIT1	X	X	X	X	X	X	O
Allergic asthma	allergy	CLCN3	X	X	X	X	X	X	O
Allergic asthma	allergy	CLIC4	X	X	X	X	X	X	O
Allergic asthma	allergy	CMA1	X	X	X	X	X	X	O
Allergic asthma	allergy	COL4A3	X	X	X	X	X	X	O
Allergic asthma	allergy	COPD	X	X	X	X	X	X	O
Allergic asthma	allergy	CS	X	X	X	X	X	X	O
Allergic asthma	allergy	CYREN	X	X	X	X	X	X	O
Allergic asthma	allergy	DFFB	X	X	X	X	X	X	O
Allergic asthma	allergy	DIO2	X	X	X	X	X	X	O
Allergic asthma	allergy	DIO3	X	X	X	X	X	X	O
Allergic asthma	allergy	DST	X	X	X	X	X	X	O
Allergic asthma	allergy	ENPP2	X	X	X	X	X	X	O
Allergic asthma	allergy	ERVK-11	X	X	X	X	X	X	O
Allergic asthma	allergy	ERVK-19	X	X	X	X	X	X	O
Allergic asthma	allergy	ERVK-9	X	X	X	X	X	X	O
Allergic asthma	allergy	FCN2	X	X	X	X	X	X	O
Allergic asthma	allergy	FEV	X	X	X	X	X	X	O
Allergic asthma	allergy	FLNC	X	X	X	X	X	X	O
Allergic asthma	allergy	FOXP3	X	X	X	X	X	X	O
Allergic asthma	allergy	GATA3	X	X	X	X	X	X	O
Allergic asthma	allergy	GRIN2B	X	X	X	X	X	X	O
Allergic asthma	allergy	GSTK1	X	X	X	X	X	X	O
Allergic asthma	allergy	GTF2E1	X	X	X	X	X	X	O
Allergic asthma	allergy	GTF2E2	X	X	X	X	X	X	O
Allergic asthma	allergy	H1-5	X	X	X	X	X	X	O
Allergic asthma	allergy	HMGB1	X	X	X	X	X	X	O
Allergic asthma	allergy	HNRNPU	X	X	X	X	X	X	O
Allergic asthma	allergy	HPGDS	X	X	X	X	X	X	O
Allergic asthma	allergy	HTR2A	X	X	X	X	X	X	O
Allergic asthma	allergy	IDO1	X	X	X	X	X	X	O
Allergic asthma	allergy	IGF1	X	X	X	X	X	X	O
Allergic asthma	allergy	IGFALS	X	X	X	X	X	X	O
Allergic asthma	allergy	IGFBP4	X	X	X	X	X	X	O
Allergic asthma	allergy	IGHD2-15	X	X	X	X	X	X	O
Allergic asthma	allergy	IGHE	X	X	X	X	X	X	O
Allergic asthma	allergy	IL13	X	X	X	X	X	X	O
Allergic asthma	allergy	IL17A	X	X	X	X	X	X	O
Allergic asthma	allergy	IL1B	X	X	X	X	X	X	O
Allergic asthma	allergy	IL1RL1	X	X	X	X	X	X	O
Allergic asthma	allergy	IL23A	X	X	X	X	X	X	O
Allergic asthma	allergy	IL2RA	X	X	X	X	X	X	O
Allergic asthma	allergy	IL31	X	X	X	X	X	X	O
Allergic asthma	allergy	IL32	X	X	X	X	X	X	O
Allergic asthma	allergy	IL33	X	X	X	X	X	X	O
Allergic asthma	allergy	IL37	X	X	X	X	X	X	O
Allergic asthma	allergy	IL4	X	X	X	X	X	X	O
Allergic asthma	allergy	IL9	X	X	X	X	X	X	O
Allergic asthma	allergy	IRF6	X	X	X	X	X	X	O
Allergic asthma	allergy	ISG20	X	X	X	X	X	X	O
Allergic asthma	allergy	JPX	X	X	X	X	X	X	O
Allergic asthma	allergy	JUN	X	X	X	X	X	X	O
Allergic asthma	allergy	LEP	X	X	X	X	X	X	O
Allergic asthma	allergy	LPA	X	X	X	X	X	X	O
Allergic asthma	allergy	LTF	X	X	X	X	X	X	O
Allergic asthma	allergy	MAPK13	X	X	X	X	X	X	O
Allergic asthma	allergy	MASP1	X	X	X	X	X	X	O
Allergic asthma	allergy	MIF	X	X	X	X	X	X	O
Allergic asthma	allergy	MS	X	X	X	X	X	X	O
Allergic asthma	allergy	MSC	X	X	X	X	X	X	O
Allergic asthma	allergy	MTR	X	X	X	X	X	X	O
Allergic asthma	allergy	MZF1-AS1	X	X	X	X	X	X	O
Allergic asthma	allergy	NANOS2	X	X	X	X	X	X	O
Allergic asthma	allergy	NDUFB6	X	X	X	X	X	X	O
Allergic asthma	allergy	NFKB1	X	X	X	X	X	X	O
Allergic asthma	allergy	NOD1	X	X	X	X	X	X	O
Allergic asthma	allergy	NOD2	X	X	X	X	X	X	O
Allergic asthma	allergy	NOS1	X	X	X	X	X	X	O
Allergic asthma	allergy	NOS2	X	X	X	X	X	X	O
Allergic asthma	allergy	OIP5-AS1	X	X	X	X	X	X	O
Allergic asthma	allergy	PARP9	X	X	X	X	X	X	O
Allergic asthma	allergy	POLR2D	X	X	X	X	X	X	O
Allergic asthma	allergy	PRSS3P2	X	X	X	X	X	X	O
Allergic asthma	allergy	PTGDS	X	X	X	X	X	X	O
Allergic asthma	allergy	PTPRF	X	X	X	X	X	X	O
Allergic asthma	allergy	RANGAP1	X	X	X	X	X	X	O
Allergic asthma	allergy	RBP4	X	X	X	X	X	X	O
Allergic asthma	allergy	RLN1	X	X	X	X	X	X	O
Allergic asthma	allergy	RORC	X	X	X	X	X	X	O
Allergic asthma	allergy	S100A12	X	X	X	X	X	X	O
Allergic asthma	allergy	S100A8	X	X	X	X	X	X	O
Allergic asthma	allergy	S100A9	X	X	X	X	X	X	O
Allergic asthma	allergy	SCGB1A1	X	X	X	X	X	X	O
Allergic asthma	allergy	SCYL1	X	X	X	X	X	X	O
Allergic asthma	allergy	SDCBP2	X	X	X	X	X	X	O
Allergic asthma	allergy	SERPINE1	X	X	X	X	X	X	O
Allergic asthma	allergy	SFTPD	X	X	X	X	X	X	O
Allergic asthma	allergy	SLC17A5	X	X	X	X	X	X	O
Allergic asthma	allergy	SLC25A25	X	X	X	X	X	X	O
Allergic asthma	allergy	SLC25A37	X	X	X	X	X	X	O
Allergic asthma	allergy	SLC25A5	X	X	X	X	X	X	O
Allergic asthma	allergy	SLC27A5	X	X	X	X	X	X	O
Allergic asthma	allergy	SLC2A1	X	X	X	X	X	X	O
Allergic asthma	allergy	SLC5A8	X	X	X	X	X	X	O
Allergic asthma	allergy	SLCO6A1	X	X	X	X	X	X	O
Allergic asthma	allergy	SMG1	X	X	X	X	X	X	O
Allergic asthma	allergy	ST2	X	X	X	X	X	X	O
Allergic asthma	allergy	SULT2A1	X	X	X	X	X	X	O
Allergic asthma	allergy	TDRD7	X	X	X	X	X	X	O
Allergic asthma	allergy	TEAD1	X	X	X	X	X	X	O
Allergic asthma	allergy	TG	X	X	X	X	X	X	O
Allergic asthma	allergy	TGM4	X	X	X	X	X	X	O
Allergic asthma	allergy	TLR4	X	X	X	X	X	X	O
Allergic asthma	allergy	TLX1NB	X	X	X	X	X	X	O
Allergic asthma	allergy	TNF	X	X	X	X	X	X	O
Allergic asthma	allergy	TNFSF14	X	X	X	X	X	X	O
Allergic asthma	allergy	TRAF2	X	X	X	X	X	X	O
Allergic asthma	allergy	TRAP	X	X	X	X	X	X	O
Allergic asthma	allergy	TRIM32	X	X	X	X	X	X	O
Allergic asthma	allergy	TSLP	X	X	X	X	X	X	O
Allergic asthma	allergy	VPS45	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	ACD	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	ADCY10	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	ASAH1	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	CD4	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	CD55	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	GAPDH	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	GAPDHP44	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	GYPC	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	IGHE	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	IL13	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	IL4	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	IL5	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	IL6	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	RANGAP1	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	SLC17A5	X	X	X	X	X	X	O
Allergic conjunctivitis	allergy	TCN2	X	X	X	X	X	X	O
Allergic contact dermatitis	allergy	ABCA6	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	ACD	X	X	X	X	X	X	O
Allergic contact dermatitis	allergy	AGO2	X	X	X	X	X	X	O
Allergic contact dermatitis	allergy	ALDH3A2	X	X	X	X	X	X	O
Allergic contact dermatitis	allergy	ASRGL1	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	BCL2	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	BMP6	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CALCRL	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CASP8	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CCL19	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CCN6	X	X	X	X	X	X	O
Allergic contact dermatitis	allergy	CCR2	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CD36	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CD3D	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CELIAC2	X	X	X	X	X	X	O
Allergic contact dermatitis	allergy	CIDEC	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CISH	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CNTN3	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CREM	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CTLA4	X	X	X	X	X	X	O
Allergic contact dermatitis	allergy	CTSC	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CXCL14	X	X	X	X	X	X	O
Allergic contact dermatitis	allergy	CXCL2	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	CXCL8	X	X	X	X	X	X	O
Allergic contact dermatitis	allergy	CYP1A1	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	EMB	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	ETS2	X	X	X	X	O	X	X
Allergic contact dermatitis	allergy	F13A1	X	X	X	X	O	X	X
